aeronave_tipo_veiculo;aeronave_pais_fabricante;aeronave_fabricante;aeronave_modelo;aeronave_ano_fabricacao;aeronave_assentos;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;ocorrencia;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_icao;aeronave_pmd;aeronave_pmd_categoria;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_tipo_operacao
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-712;1980;4;PISTÃO;MONOMOTOR;OUTRA FASE;NENHUM;0;50093;PTNXS;***;P28A;1157;1157;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
HELICÓPTERO;BRASIL;EUROCOPTER DEUTSCHLAND;BK 117 C-2;2013;11;TURBOEIXO;BIMOTOR;POUSO;LEVE;0;50095;PREKN;***;EC45;3585;3585;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;PINTO MARTINS;FORA DE AERODROMO;POLICIAL
AVIÃO;BRASIL;BOEING COMPANY;737-8EH;2010;193;JATO;BIMOTOR;POUSO;NENHUM;0;50097;PRGGY;***;B738;70533;70533;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1971;6;PISTÃO;BIMOTOR;POUSO;LEVE;0;50099;PTDRM;***;BE58;2449;2449;BRASIL;AVIÃO;TÁXI AÉREO;GUARARAPES - GILBERTO FREYRE;ZUMBI DOS PALMARES;TÁXI AÉREO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;1987;1;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;50131;PTUDG;***;IPAN;1800;1800;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-220T;2007;6;PISTÃO;BIMOTOR;SUBIDA;DESTRUÍDA;3;50132;PREAG;***;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;PARATI;CAMPO DE MARTE;PRIVADA
AVIÃO;BRASIL;LEARJET;45;2004;9;JATO;BIMOTOR;PARTIDA DO MOTOR;SUBSTANCIAL;0;50152;PRONE;PARTICULAR;LJ45;9525;9525;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;1995;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;NENHUM;0;50153;PTVSB;PARTICULAR;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;F33A;1988;6;PISTÃO;MONOMOTOR;DECOLAGEM;NENHUM;0;50173;PTOHI;PARTICULAR;BE33;1542;1542;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-42-500;1996;52;TURBOÉLICE;BIMOTOR;DECOLAGEM;NENHUM;0;50174;PRTTK;REGULAR;AT45;18600;18600;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;1983;6;PISTÃO;BIMOTOR;TÁXI;NENHUM;0;50176;PTRUB;TÁXI AÉREO;PA34;2155;2155;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;***;PA22BR;2002;4;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;50192;PTZPF;EXPERIMENTAL;ZZZZ;900;900;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
HELICÓPTERO;BRASIL;AGUSTA;AW139;2009;14;TURBOEIXO;BIMOTOR;CRUZEIRO;NENHUM;0;50211;PRSEU;TÁXI AÉREO;A139;6800;6800;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-31T;1980;7;TURBOÉLICE;BIMOTOR;DECOLAGEM;LEVE;0;50213;PTOCL;TÁXI AÉREO;PAY2;4082;4082;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2012;75;TURBOÉLICE;BIMOTOR;CRUZEIRO;NENHUM;0;50214;PRATZ;REGULAR;AT72;23000;23000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
ULTRALEVE;BRASIL;FABIANO COSTA;AGUIAII;2005;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;50233;PUFSC;EXPERIMENTAL;ULAC;550;550;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
ULTRALEVE;BRASIL;SERGIO MAURO;CP-750 BERYL;1991;2;PISTÃO;MONOMOTOR;TÁXI;SUBSTANCIAL;0;50234;PUZRM;EXPERIMENTAL;ULAC;750;750;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
ULTRALEVE;BRASIL;***;PETREL;2007;2;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;SUBSTANCIAL;1;50236;PUSPE;EXPERIMENTAL;ULAC;500;500;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;CESSNA AIRCRAFT;172A;1960;4;PISTÃO;MONOMOTOR;DECOLAGEM;DESTRUÍDA;4;50238;PTCNL;***;C172;998;998;BRASIL;AVIÃO;INSTRUÇÃO;SENADOR PETRÔNIO PORTELLA;SENADOR PETRÔNIO PORTELLA;INSTRUÇÃO
AVIÃO;BRASIL;BEECH AIRCRAFT;V35B;1980;6;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;50239;PTOAT;***;BE35;1542;1542;BRASIL;AVIÃO;PARTICULAR;FRONTEIRA;JUÍNA;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-202;1993;1;PISTÃO;MONOMOTOR;OUTRA FASE;NENHUM;1;50240;PTUHX;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-202;1994;1;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;50245;PTUIP;***;IPAN;1550;1550;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-202;2004;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;DESTRUÍDA;0;50246;PTUSM;***;IPAN;1800;1800;BRASIL;AVIÃO;PARTICULAR;FAZENDA BOA ESPERANÇA;FAZENDA PRIMAVERA;AGRÍCOLA
AVIÃO;BRASIL;CESSNA AIRCRAFT;182P;1974;4;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;50248;PTKGT;***;C182;1338;1338;BRASIL;AVIÃO;PARTICULAR;FAZENDA JAÓZINHO;TUPI PAULISTA;PRIVADA
AVIÃO;BRASIL;AERO BOERO;AB-115;1991;3;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;50251;PPGBR;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;MARECHAL RONDON;SANTO ANTÔNIO DE LEVERGER;INSTRUÇÃO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-201;1976;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;SUBSTANCIAL;0;50252;PTGPJ;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;ROSÁRIO DO SUL;ROSÁRIO DO SUL;AGRÍCOLA
AVIÃO;BRASIL;EMBRAER;EMB-202A;2008;1;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;SUBSTANCIAL;0;50253;PTUVK;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2012;125;JATO;BIMOTOR;DECOLAGEM;LEVE;0;50254;PRAXK;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-200;1974;6;PISTÃO;BIMOTOR;POUSO;LEVE;0;50255;PRKNC;INSTRUÇÃO;PA34;1905;1905;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;CESSNA AIRCRAFT;150G;1967;2;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;LEVE;0;50257;PTCZQ;INSTRUÇÃO;C150;726;726;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;CIRRUS DESIGN;SR22;2007;4;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;NENHUM;0;50258;PRLAE;PARTICULAR;SR22;1542;1542;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;EMBRAER;ERJ 190-100 LR;2011;113;JATO;BIMOTOR;CORRIDA APÓS POUSO;NENHUM;0;50259;PPPJP;REGULAR;E190;50300;50300;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-92A;2009;22;TURBOEIXO;BIMOTOR;DESCIDA;NENHUM;0;50260;PRCHT;TÁXI AÉREO;S92;12020;12020;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;EMBRAER;EMB-500;2011;7;JATO;BIMOTOR;SUBIDA;NENHUM;0;50271;PPNIV;PARTICULAR;E50P;4750;4750;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44 II;2006;4;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;LEVE;0;50273;PRDSF;PARTICULAR;R44;1134;1134;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;HAWKER BEECHCRAFT;B200GT;2012;9;TURBOÉLICE;BIMOTOR;DECOLAGEM;LEVE;0;50275;PROIL;PARTICULAR;BE20;5670;5670;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-28-140;1973;2;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;NENHUM;0;50276;PTIZQ;INSTRUÇÃO;P28A;975;975;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-200;1974;6;PISTÃO;BIMOTOR;INDETERMINADA;DESTRUÍDA;2;50291;PTKGK;***;PA34;1814;1814;BRASIL;AVIÃO;INSTRUÇÃO;JACAREPAGUÁ;JACAREPAGUÁ;INSTRUÇÃO
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R22 BETA;1995;2;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;50292;PTYLN;***;R22;621;621;BRASIL;HELICÓPTERO;INSTRUÇÃO;LAURO CARNEIRO DE LOYOLA;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;EMBRAER;EMB-810C;1980;7;PISTÃO;BIMOTOR;POUSO;SUBSTANCIAL;0;50313;PTRDP;***;PA34;2073;2073;BRASIL;AVIÃO;TÁXI AÉREO;JI-PARANÁ;CACOAL;TÁXI AÉREO
HELICÓPTERO;BRASIL;HELIBRAS;AS 350 B2;2006;6;TURBOEIXO;MONOMOTOR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;50314;PRGPM;***;AS50;2250;2250;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;POLICIAL
AVIÃO;BRASIL;AERO BOERO;AB-180;1993;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;50315;PPGNQ;***;AB18;844;844;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE PASSO FUNDO;LAURO KURTZ;INSTRUÇÃO
AVIÃO;BRASIL;CESSNA AIRCRAFT;A188B;1976;1;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;50317;PRUBJ;***;C188;1497;1497;BRASIL;AVIÃO;AGRÍCOLA;COMANDANTE GASTÃO;COMANDANTE GASTÃO;AGRÍCOLA
HELICÓPTERO;BRASIL;HELIBRAS;HB-350B;1982;6;TURBOEIXO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;50318;PTHLU;***;AS50;1950;1950;BRASIL;HELICÓPTERO;INSTRUÇÃO;EFAI;CARLOS PRATES;INSTRUÇÃO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;56-C-1;1963;2;PISTÃO;MONOMOTOR;POUSO;LEVE;0;50319;PPHPA;INSTRUÇÃO;PAUL;660;660;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
HELICÓPTERO;BRASIL;HELIBRAS;AS 350 B2;1996;6;TURBOEIXO;MONOMOTOR;PAIRADO;SUBSTANCIAL;0;50320;PTHZQ;***;AS50;2250;2250;BRASIL;HELICÓPTERO;MÚLTIPLA;BAHIA - JORGE AMADO;BAHIA - JORGE AMADO;NÃO REGULAR
HELICÓPTERO;BRASIL;MD HELICOPTERS;600N;2007;7;TURBOEIXO;MONOMOTOR;CRUZEIRO;DESTRUÍDA;0;50321;PRYCJ;***;MD60;1860;1860;BRASIL;HELICÓPTERO;TÁXI AÉREO;FAZENDA VERA PAZ;MUNDICO COELHO;TÁXI AÉREO
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1971;6;PISTÃO;BIMOTOR;POUSO;SUBSTANCIAL;0;50322;PTICT;***;BE58;2449;2449;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;BRIGADEIRO LYSIAS RODRIGUES;MARECHAL CUNHA MACHADO;POLICIAL
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-25-235;1965;1;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;SUBSTANCIAL;0;50324;PPCTD;***;PA25;1315;1315;BRASIL;AVIÃO;AGRÍCOLA;LAVRAS;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;EMBRAER;EMB-810C;1977;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;50325;PTERD;PARTICULAR;PA34;2073;2073;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AIR TRACTOR;AT-402A;2004;1;TURBOÉLICE;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;50331;PRBMS;***;AT3T;3175;3175;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;1977;4;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;50332;PTNOE;***;P28R;1202;1202;BRASIL;AVIÃO;PARTICULAR;GASTÃO DE MESQUITA FILHO;SÍLVIO NAME JÚNIOR;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;152;1979;2;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;50333;PREJW;***;C152;757;757;BRASIL;AVIÃO;INSTRUÇÃO;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;INSTRUÇÃO
AVIÃO;BRASIL;CIRRUS DESIGN;SR22;2008;4;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;50334;PRLVB;***;SR22;1542;1542;BRASIL;AVIÃO;PARTICULAR;BLUMENAU;BACACHERI;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;310Q;1972;6;PISTÃO;BIMOTOR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;50335;PTCRK;***;C310;2404;2404;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;MÁRIO DE ALMEIDA FRANCO;PRIVADA
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R66;2012;5;TURBOEIXO;MONOMOTOR;CRUZEIRO;DESTRUÍDA;1;50337;PRMXM;***;R66;1225;1225;BRASIL;HELICÓPTERO;PARTICULAR;JACAREPAGUÁ;HOTEL PORTOBELLO;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-202A;2011;1;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;50339;PTVTI;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;AERO BOERO;AB-180;1992;3;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;50341;PPGIJ;***;AB18;844;844;BRASIL;AVIÃO;INSTRUÇÃO;PALMEIRA DAS MISSÕES;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;BRITTEN-NORMAN;BN-2A-3;1973;10;PISTÃO;BIMOTOR;DECOLAGEM;SUBSTANCIAL;5;50342;PTWMY;***;BN2P;2858;2858;BRASIL;AVIÃO;TÁXI AÉREO;NOVO PROGRESSO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-712;1980;4;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;50343;PTNXS;***;P28A;1157;1157;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;SOCATA;TBM700B;2002;6;TURBOÉLICE;MONOMOTOR;POUSO;SUBSTANCIAL;0;50344;PRAGT;***;TBM7;2984;2984;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;1983;4;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;50346;PTRPS;***;P28T;1315;1315;BRASIL;AVIÃO;PARTICULAR;ORIÇANGA DE ABREU;BOTELHO;PRIVADA
AVIÃO;BRASIL;AERO BOERO;AB-115;1993;2;PISTÃO;MONOMOTOR;ARREMETIDA NO SOLO;SUBSTANCIAL;0;50347;PPGQW;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;CARAZINHO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;ESTADOS UNIDOS;EXTRA-FLUGZEUGBAU;EA 300/L;2006;1;PISTÃO;MONOMOTOR;MANOBRA;DESTRUÍDA;1;50348;N53EX;EXPERIMENTAL;***;630;630;ESTADOS UNIDOS;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
ULTRALEVE;BRASIL;***;ADVENTURE;2005;2;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;2;50349;PUTBH;EXPERIMENTAL;ULAC;420;420;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
ULTRALEVE;BRASIL;FLYER INDUSTRIA AERONAUTICA LTDA;RV-6A;2007;2;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;1;50352;PUMED;EXPERIMENTAL;ULAC;641;641;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
ULTRALEVE;BRASIL;TRIKE ICAROS LTDA;ADVENTURE;2008;2;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;50353;PUTDE;EXPERIMENTAL;ULAC;420;420;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
ULTRALEVE;BRASIL;FABRICACAO PROPRIA;EXPERIMENT;0;0;PISTÃO;MONOMOTOR;DECOLAGEM;DESTRUÍDA;2;50354;PUAED;EXPERIMENTAL;ULAC;0;0;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A318-121;2008;129;JATO;BIMOTOR;SUBIDA;NENHUM;0;50371;PRONQ;REGULAR;A318;63000;63000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-220T;1998;5;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;50372;PPSEU;PARTICULAR;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
ULTRALEVE;BRASIL;***;AA-155 Q.L. II;2009;2;PISTÃO;MONOMOTOR;OUTRA FASE;NENHUM;0;50373;PUSMN;EXPERIMENTAL;ULAC;500;500;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A330-223;2011;240;JATO;BIMOTOR;DESCIDA;NENHUM;0;50374;PTMVV;REGULAR;A332;233000;233000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;CHILE;BOEING COMPANY;767-316ER;2008;0;JATO;BIMOTOR;DESCIDA;NENHUM;0;50375;CCCXD;REGULAR;B763;0;0;CHILE;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
HELICÓPTERO;BRASIL;AGUSTA;AW139;2009;14;TURBOEIXO;BIMOTOR;CRUZEIRO;LEVE;0;50376;PRSEO;TÁXI AÉREO;A139;6800;6800;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;1985;7;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;50377;PTRVQ;TÁXI AÉREO;PA34;2155;2155;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;650;1986;10;JATO;BIMOTOR;TÁXI;NENHUM;0;50378;PPFMA;PARTICULAR;C650;9530;9530;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;208B;1999;11;TURBOÉLICE;MONOMOTOR;DECOLAGEM;LEVE;0;50379;PTXIS;TÁXI AÉREO;C208;3969;3969;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;BEECH AIRCRAFT;F33A;1985;5;PISTÃO;MONOMOTOR;TÁXI;NENHUM;0;50380;PTLKN;PARTICULAR;BE33;1542;1542;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CIRRUS DESIGN;SR22;2007;4;PISTÃO;MONOMOTOR;TÁXI;NENHUM;0;50381;PRFTZ;PARTICULAR;SR22;1542;1542;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2010;73;TURBOÉLICE;BIMOTOR;SUBIDA;NENHUM;0;50382;PPPTR;REGULAR;AT72;22500;22500;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;172N;1977;4;PISTÃO;MONOMOTOR;POUSO;NENHUM;0;50383;PPSTF;INSTRUÇÃO;C172;1043;1043;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2012;75;TURBOÉLICE;BIMOTOR;DESCIDA;NENHUM;0;50384;PRAQD;REGULAR;AT72;23000;23000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2010;125;JATO;BIMOTOR;SUBIDA;NENHUM;0;50384;PRAYK;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
HELICÓPTERO;BRASIL;BELL HELICOPTER;407;2010;7;TURBOEIXO;MONOMOTOR;CRUZEIRO;NENHUM;0;50388;PRDOM;PARTICULAR;B407;2268;2268;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CIRRUS DESIGN;SR22;NULL;0;PISTÃO;MONOMOTOR;DECOLAGEM;NENHUM;0;50389;PRBAB;PARTICULAR;***;1633;1633;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;208B;1996;11;TURBOÉLICE;MONOMOTOR;TÁXI;NENHUM;0;50390;PPITY;TÁXI AÉREO;C208;3969;3969;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;ESTADOS UNIDOS;CESSNA AIRCRAFT;182T;2006;0;PISTÃO;MONOMOTOR;TÁXI;NENHUM;0;50399;N6038P;PARTICULAR;***;0;0;ESTADOS UNIDOS;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;PARAGUAI;CESSNA AIRCRAFT;TU206G;0;0;PISTÃO;MONOMOTOR;INDETERMINADA;DESTRUÍDA;0;50412;ZPTSS;***;***;1633;1633;PARAGUAI;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
